DATE,WDXRSA,US_UR,DMV_UR,DC_UR,FED_EM,FIN_EM,HOS_EM,DC_PER,DMV_PER,DMV_PER_1
2017-07-01,219.96332841168496,4.3,4.0,6.2,366.98317812363996,102.896222781849,329.008543474771,317.0,1840.22105070629,1138.8707982247802
2017-08-01,220.3142178419,4.4,3.9,6.1,366.949948756387,102.967781203901,329.97245558448896,278.0,1853.07957192974,1004.2286976514399
2017-09-01,220.822729972126,4.2,3.7,6.0,366.847306630322,102.959409968766,329.790839553561,403.0,1966.2390601608802,1016.0816877683701
2017-10-01,221.623628464543,4.1,3.6,5.9,366.82269381107596,103.091713392873,331.452135616369,656.0,2377.64644407326,1194.08428218769
2017-11-01,222.729305942123,4.2,3.5,5.9,366.187585745686,103.39829484844101,331.161960053626,781.0,2402.7678499817607,976.1831905094032
2017-12-01,223.029310707193,4.1,3.3,5.8,365.6409408005229,103.394931764158,331.149457695689,71.0,1432.26714022303,1193.7388574231402
2018-01-01,223.29975218992803,4.1,3.8,5.8,365.2163312040509,103.68857236539101,330.787686358627,50.0,2114.5668411722,1131.75696278308
2018-02-01,224.173970535437,4.1,3.7,5.8,364.43252625896895,104.073385484315,331.054959066033,30.0,1488.40440459123,992.859372966097
2018-03-01,225.353777683159,4.0,3.5,5.8,364.36783404159104,103.94399095338001,331.79622144692996,617.0,2146.13380208026,1112.1799977305302
2018-04-01,225.377596010446,4.0,3.1,5.7,364.3809636791391,104.004515858757,332.15962749465,25.0,1840.7677376611105,1019.5077418911701
2018-05-01,225.384862602045,3.8,3.2,5.7,364.094410105401,104.183246244681,333.677441371547,363.0,3140.2456484973604,1047.89344966715
2018-06-01,225.54802143589,4.0,3.6,5.6,364.06562339677805,104.118730536665,334.840660120128,927.0,2167.90284975074,1051.3670743104801
2018-07-01,225.97133478540505,3.8,3.5,5.5,364.06140641040804,104.041148100964,335.391903693163,67.0,1375.90917903891,971.649751827742
2018-08-01,226.507860767525,3.8,3.4,5.4,363.5689424450529,103.701089032561,334.966921266382,444.0,2310.2876039776997,1248.27336170609
2018-09-01,227.142231118689,3.7,3.1,5.4,363.315110908629,103.73771970038099,333.443138488494,1098.0,2276.98028561548,1097.55138706919
2018-10-01,227.789276588694,3.8,3.1,5.3,363.70726670770205,103.465003767404,336.323967829674,679.0,1407.4182177753796,942.348318725053
2018-11-01,228.516333194052,3.7,2.9,5.3,362.8700984751789,102.972307233017,336.572766245451,21.0,1402.1224962329998,1126.5256243241902
2018-12-01,228.986941332055,3.9,2.9,5.4,362.514116976314,102.56984398869,339.258554071038,369.0,2092.4681641953603,1286.01489850033
2019-01-01,229.96742138102903,4.0,3.7,5.4,362.701433955034,102.912368185878,342.621918638765,155.0,1774.42128176256,1084.04038486564
2019-02-01,230.747816433442,3.8,3.5,5.5,363.33546108264295,101.61803724882999,344.0761158431269,245.0,1738.87872125903,1243.52030213604
2019-03-01,231.63608586176,3.8,3.3,5.6,363.109885253831,102.38360042669001,346.525834946736,277.0,2123.39518651814,1293.18391548149
2019-04-01,231.45285218057398,3.6,2.9,5.6,363.349948577698,103.408798237778,346.40936432723504,374.0,1877.7828755593398,1075.82883594089
2019-05-01,231.825806320042,3.6,3.1,5.7,363.179474817378,102.54930168378799,345.52067524596197,318.0,2304.89182802658,1321.10701317283
2019-06-01,232.11252352673,3.7,3.4,5.6,363.193444330745,103.25398869212799,347.332822334955,389.0,2036.74000497707,1178.70901789432
2019-07-01,232.032414768464,3.7,3.3,5.6,363.3917293677349,102.106994119624,347.357406453363,455.0,2056.19993173017,1138.92774926276
2019-08-01,232.650096696828,3.7,3.2,5.5,364.34284835681296,102.96405065150101,350.489560398316,437.0,2000.4343516902304,1247.0295230176
2019-09-01,233.380305444436,3.5,2.9,5.4,363.321498617582,102.01258440662501,352.846319923847,329.0,2083.45374523196,1429.37249310489
2019-10-01,234.644021912952,3.6,2.8,5.4,363.261554518078,103.049749519596,355.226650529812,1395.0,2651.63932116594,1163.98250953464
